Column1,Column2,Column3,Column4,Column5,Country,Column6
Project Controls Graduate,Jacobs,United Kingdom,35-40,"Jacobs employ the UK's most experienced and skilled technical services professionals and has grown to over 11,000 people in locations across the UK.
At Jacobs, within the Aerospace, Technology, Environmental and Nuclear (ATEN) division, we provide the resources to turn great ideas into reality, and we offer capable and committed individuals the opportunity to shape their careers how they wish.
Read more about our graduates by clicking below
www.jacobs.com/careers/ukgraduates
We currently have a range of exciting and rewarding graduate project controls positions in our defence projects across various UK locations. Locations include Bristol, Glasgow, Cambridgeshire, Berkshire, Hampshire and Cumbria.
The successful candidates will become part of a respected and ambitious company with excellent career prospects and international opportunities.
Working as an integral part of dynamic and agile teams, your primary job responsibilities would be:
Scheduling/Planning:
•
 Production and maintenance of project schedules
•
 Report Actuals v Plan, identifying and explain variances.
•
 Attend project meetings and present schedule data as directed by the Project Manager.
•
 Liaise with the Cost Manager to enable the Project Schedule to be Cost Loaded.
•
 Provide schedule data input to monthly Project Manager's reporting.
Risk/Opportunity Management:
•
 Production and maintenance of project risk and opportunity registers
•
 Facilitate project risk/opportunity reviews
•
 Support the Project Manager to ensure all risks are appropriately mitigated
•
 Attend project meetings and present risk/opportunity data as directed by the Project Manager.
•
 Liaise with the Cost Manager to enable the risk register to be Cost Loaded.
•
 Provide risk/opportunity data input to monthly Project Manager's reporting.
Cost Management and estimating:
•
 Production and maintenance of cost reports.
•
 Report Actuals v Plan, identifying and explain variances.
•
 Production of project invoices.
•
 Attend project meetings and present cost data as directed by the Project Manager.
•
 Report Earned Value metrics as directed by the Project Manager.
•
 Liaise with the Project Scheduler/Planner to enable the Project Schedule to be Cost Loaded.
•
 Provide Cost data input to monthly Project Manager's report.
General:
•
 Maintain effective communications with all Stakeholders.
•
 Participate in Health and Safety discussions within the office and across the Jacobs business as a whole
You will be working alongside our top professionals within this field providing you with the opportunity to learn, develop and grow your skills.
Qualifications
Essential:
•
 Degree qualified.in Engineering (Mechanical, Civil, Electrical, Chemical), Science, Mathematics Project/Business Management or Accounting.
•
 Excellent communication skills.
•
 Positive and professional approach.
•
 Problem solving and the ability to work within a dynamic team.
•
 Enthusiastic, inquisitive and confident, with an appetite to learn and personal focus on delivery/getting things done.
•
 English language fluent, written and verbal.
•
 Proficient in MS Office.
•
 Extensive knowledge of Excel and similar packages
•
 Ability to pass defence security vetting
Desired:
•
 Knowledge and experience of project controls software including MSProject, Primavera P6, ARM, etc.
Start your journey with Jacobs
Jacobs Graduate Development Programme (GDP) is recognised throughout industry as a benchmark of good practice and is designed to fulfil the needs of all graduates, in addition to technical development needs specific to their particular discipline.
1.
 You will be working on a unique and exciting UK defence projects focused on delivering military capability
2.
 Opportunity for you work with some of the best Jacobs Project delivery professionals (opportunity to learn)
3.
 You will be delivering within agile teams (huge opportunity contribute and be noticed)
4.
 You will gain skills and experience in the application of recognised project management methodologies (opportunity to gain/embed new skills)
Graduates complete a series of competencies based upon business requirements, comprising the optimum mix of blended learning which complements chartership progression and provides them with the technical and business acumen required to advance their career. Additional benefits include:
•
 An invitation to attend our residential 'Graduate Conference' weekend in the Lake District to meet Jacobs graduates from across the globe and members of senior management
•
 Paid holidays of up to 32 days; inclusive of national and public holidays
•
 A broad flexible benefits package including the option to buy additional holidays, travel insurance, contributory pension scheme and the cycle to work scheme.
Join Jacobs. We want you to grow…
JACOBS is an Equal Opportunity Employer who is committed to the safety and wellbeing of all.
#LI-RS1",UK,/rc/clk?jk=deb69e02b8247f25&fccid=de56d7554bea5214&vjs=3
"Project Controls Apprentice – Level 3 (Gloucester, Birmingha...",Costain,United Kingdom,35-40,"ApprenticeshipAbout Costain and your project.
Costain’s purpose is to improve people’s lives through technology-based engineering solutions, to meet urgent national needs across the UK’s energy, water and transportation infrastructures, we have been undertaking this vital work since 1865.

We work on large projects which currently include; Crossrail, Thames Tideway Tunnel, High Speed Rail, Nuclear and A14 improvement scheme, with main offices in Maidenhead, Solihull and Manchester this is your opportunity to join a company that makes a difference through the innovative work they do and help influence, shape and deliver solutions.
You can read more about the company and our current work on our website: https://www.costain.com/
We have several opportunities for this position based across our EDF nuclear framework, HS2, Highways and Power Sector. Please note that those offered positions on a nuclear project, may be subject to additional security checks.
What will I be doing?
Providing support in planning and scheduling of project activities
Cost management support for projects
Cost estimating support to project managers and engineers
Collating, analysing and presenting project data in reports
Provide support to document control and project governance
Developing skills in new software including, Primavera (P6)
Working towards your formal qualification
Keeping a work diary outlining your training progress throughout your apprenticeship
About you
We’re looking for:
A passionate individual looking to undertake an apprenticeship with an award-winning employer
An organised individual that can work well to deadlines
Has an interest in looking at costs and estimates
Someone who is creative with a keen interest in the latest technology
Someone that enjoys challenges and problem solving in their day to day work
Has the equivalent of 5 GCSEs, grades A*-C or 9-4 including Maths, Science and English

You’re good at:
Communicating clearly, both written and verbally
Problem solving
Getting it right the first time, with good attention to detail
Works well within a team, but equally on your own
Using a computer and Microsoft software
This role might be for you if you’re: Enthusiastic to learn and progress a career within project controls, planning or cost engineering.
What will the programme involve?
A recognised qualification: Level 3 Project Controls Apprenticeship (42 months + End Point Assessment)
Time working towards your qualification (either College or workshop based)
Attendance on apprentice development programme
On-going support and reviews on your progress
6 monthly pay increases based on performance and attendance
Options to attend career and personal development events
Training in line with your qualification, to help personal development
The opportunity to progress onto a further apprenticeship
What are the benefits?
Competitive Salary
25 days holiday + Bank Holidays
Laptop
A range of company initiatives (to opt in to) including; Bupa, Cycle to work scheme, Health Assessments, Free eye test
Employer Assistance Programme - 24/7 support service
Employer pension scheme (with up to 10% matched contribution)

Where can this career take me?
On completing your apprenticeship, you may have the option to progress onto a further qualification or training to aid your development. The skills you develop during your apprenticeship will aid you moving into a junior planner or cost engineer role. Further career opportunities may lead to scheduling, estimating, cost control, risk and quality and ultimately a role as project controls manager or director. The skills learnt during this apprenticeship are highly transferable.

We are recruiting for this position in the following locations: Gloucester, Birmingham, London
We will aim to place you as close as possible to your desired location on your first placement, but you may be expected to be flexible while undertaking your apprenticeship.

Deadline: 8th March 2019",UK,/rc/clk?jk=ce5b73a5f190c55c&fccid=c173d8f2fcf9be22&vjs=3
Project Controls Graduate,Jacobs,United Kingdom,35-40,"Jacobs employ the UK's most experienced and skilled technical services professionals and has grown to over 11,000 people in locations across the UK.
At Jacobs, within the Aerospace, Technology, Environmental and Nuclear (ATEN) division, we provide the resources to turn great ideas into reality, and we offer capable and committed individuals the opportunity to shape their careers how they wish.
Read more about our graduates by clicking below
www.jacobs.com/careers/ukgraduates
We currently have a range of exciting and rewarding graduate project controls positions in our defence projects across various UK locations. Locations include Bristol, Glasgow, Cambridgeshire, Berkshire, Hampshire and Cumbria.
The successful candidates will become part of a respected and ambitious company with excellent career prospects and international opportunities.
Working as an integral part of dynamic and agile teams, your primary job responsibilities would be:
Scheduling/Planning:
•
 Production and maintenance of project schedules
•
 Report Actuals v Plan, identifying and explain variances.
•
 Attend project meetings and present schedule data as directed by the Project Manager.
•
 Liaise with the Cost Manager to enable the Project Schedule to be Cost Loaded.
•
 Provide schedule data input to monthly Project Manager's reporting.
Risk/Opportunity Management:
•
 Production and maintenance of project risk and opportunity registers
•
 Facilitate project risk/opportunity reviews
•
 Support the Project Manager to ensure all risks are appropriately mitigated
•
 Attend project meetings and present risk/opportunity data as directed by the Project Manager.
•
 Liaise with the Cost Manager to enable the risk register to be Cost Loaded.
•
 Provide risk/opportunity data input to monthly Project Manager's reporting.
Cost Management and estimating:
•
 Production and maintenance of cost reports.
•
 Report Actuals v Plan, identifying and explain variances.
•
 Production of project invoices.
•
 Attend project meetings and present cost data as directed by the Project Manager.
•
 Report Earned Value metrics as directed by the Project Manager.
•
 Liaise with the Project Scheduler/Planner to enable the Project Schedule to be Cost Loaded.
•
 Provide Cost data input to monthly Project Manager's report.
General:
•
 Maintain effective communications with all Stakeholders.
•
 Participate in Health and Safety discussions within the office and across the Jacobs business as a whole
You will be working alongside our top professionals within this field providing you with the opportunity to learn, develop and grow your skills.
Qualifications
Essential:
•
 Degree qualified.in Engineering (Mechanical, Civil, Electrical, Chemical), Science, Mathematics Project/Business Management or Accounting.
•
 Excellent communication skills.
•
 Positive and professional approach.
•
 Problem solving and the ability to work within a dynamic team.
•
 Enthusiastic, inquisitive and confident, with an appetite to learn and personal focus on delivery/getting things done.
•
 English language fluent, written and verbal.
•
 Proficient in MS Office.
•
 Extensive knowledge of Excel and similar packages
•
 Ability to pass defence security vetting
Desired:
•
 Knowledge and experience of project controls software including MSProject, Primavera P6, ARM, etc.
Start your journey with Jacobs
Jacobs Graduate Development Programme (GDP) is recognised throughout industry as a benchmark of good practice and is designed to fulfil the needs of all graduates, in addition to technical development needs specific to their particular discipline.
1.
 You will be working on a unique and exciting UK defence projects focused on delivering military capability
2.
 Opportunity for you work with some of the best Jacobs Project delivery professionals (opportunity to learn)
3.
 You will be delivering within agile teams (huge opportunity contribute and be noticed)
4.
 You will gain skills and experience in the application of recognised project management methodologies (opportunity to gain/embed new skills)
Graduates complete a series of competencies based upon business requirements, comprising the optimum mix of blended learning which complements chartership progression and provides them with the technical and business acumen required to advance their career. Additional benefits include:
•
 An invitation to attend our residential 'Graduate Conference' weekend in the Lake District to meet Jacobs graduates from across the globe and members of senior management
•
 Paid holidays of up to 32 days; inclusive of national and public holidays
•
 A broad flexible benefits package including the option to buy additional holidays, travel insurance, contributory pension scheme and the cycle to work scheme.
Join Jacobs. We want you to grow…
JACOBS is an Equal Opportunity Employer who is committed to the safety and wellbeing of all.
#LI-RS1",UK,/rc/clk?jk=deb69e02b8247f25&fccid=de56d7554bea5214&vjs=3
"Project Controls Apprentice – Level 3 (Gloucester, Birmingha...",Costain,United Kingdom,35-40,"ApprenticeshipAbout Costain and your project.
Costain’s purpose is to improve people’s lives through technology-based engineering solutions, to meet urgent national needs across the UK’s energy, water and transportation infrastructures, we have been undertaking this vital work since 1865.

We work on large projects which currently include; Crossrail, Thames Tideway Tunnel, High Speed Rail, Nuclear and A14 improvement scheme, with main offices in Maidenhead, Solihull and Manchester this is your opportunity to join a company that makes a difference through the innovative work they do and help influence, shape and deliver solutions.
You can read more about the company and our current work on our website: https://www.costain.com/
We have several opportunities for this position based across our EDF nuclear framework, HS2, Highways and Power Sector. Please note that those offered positions on a nuclear project, may be subject to additional security checks.
What will I be doing?
Providing support in planning and scheduling of project activities
Cost management support for projects
Cost estimating support to project managers and engineers
Collating, analysing and presenting project data in reports
Provide support to document control and project governance
Developing skills in new software including, Primavera (P6)
Working towards your formal qualification
Keeping a work diary outlining your training progress throughout your apprenticeship
About you
We’re looking for:
A passionate individual looking to undertake an apprenticeship with an award-winning employer
An organised individual that can work well to deadlines
Has an interest in looking at costs and estimates
Someone who is creative with a keen interest in the latest technology
Someone that enjoys challenges and problem solving in their day to day work
Has the equivalent of 5 GCSEs, grades A*-C or 9-4 including Maths, Science and English

You’re good at:
Communicating clearly, both written and verbally
Problem solving
Getting it right the first time, with good attention to detail
Works well within a team, but equally on your own
Using a computer and Microsoft software
This role might be for you if you’re: Enthusiastic to learn and progress a career within project controls, planning or cost engineering.
What will the programme involve?
A recognised qualification: Level 3 Project Controls Apprenticeship (42 months + End Point Assessment)
Time working towards your qualification (either College or workshop based)
Attendance on apprentice development programme
On-going support and reviews on your progress
6 monthly pay increases based on performance and attendance
Options to attend career and personal development events
Training in line with your qualification, to help personal development
The opportunity to progress onto a further apprenticeship
What are the benefits?
Competitive Salary
25 days holiday + Bank Holidays
Laptop
A range of company initiatives (to opt in to) including; Bupa, Cycle to work scheme, Health Assessments, Free eye test
Employer Assistance Programme - 24/7 support service
Employer pension scheme (with up to 10% matched contribution)

Where can this career take me?
On completing your apprenticeship, you may have the option to progress onto a further qualification or training to aid your development. The skills you develop during your apprenticeship will aid you moving into a junior planner or cost engineer role. Further career opportunities may lead to scheduling, estimating, cost control, risk and quality and ultimately a role as project controls manager or director. The skills learnt during this apprenticeship are highly transferable.

We are recruiting for this position in the following locations: Gloucester, Birmingham, London
We will aim to place you as close as possible to your desired location on your first placement, but you may be expected to be flexible while undertaking your apprenticeship.

Deadline: 8th March 2019",UK,/rc/clk?jk=ce5b73a5f190c55c&fccid=c173d8f2fcf9be22&vjs=3
Project Controls Apprentice,Wood,Warrington,45-50,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
Project Controls Apprentice,Wood,Warrington,50-55,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
Project Controls Apprentice,Wood,Warrington,40-45,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
Project Controls Apprentice,Wood,Warrington,40-45,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
Project Controls Apprentice,Wood,Warrington,40-45,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
Project Controls Apprentice,Wood,Warrington,40-45,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
Project Controls Apprentice,Wood,Warrington,40-45,"Permanent, ApprenticeshipOverview / Responsibilities
By joining our Project Controls apprenticeship scheme, you’ll work closely with the people who are managing project delivery for our business. The scheme will support the development of your skills, knowledge and experience, and introduce you to the methods used to help us monitor performance.
You will have the opportunity to work on live projects/contracts and to learn from a host of experienced and talented managers. We deliver projects of differing size and scope throughout the UK and you will play a key role in ensuring we utilise appropriate project controls techniques to support the management team in monitoring project performance.
What you'll be doing
Working as a valued member of our team, you’ll be involved in many aspects of project controls such as:
Embedding project controls techniques into the delivery strategy of the project
Earned Value Management analysis, monitoring and reporting
Programme governance and management
Cost Engineering
Developing effective working relationships with members of the project management team
Compiling, analysing and challenging performance data
Our programme recognises the importance of giving meaningful and challenging work, so you can expect to be immersed in real activities and given responsibilities from the outset. At the end of the scheme, you gain a recognised qualification which will help you develop your career in-line with your personal aspirations.
The apprenticeship lasts for 4 years and the first year will be spent in college, with further years having day release one day a week. This apprenticeship will be based in the Warrington area.
Skills / Qualifications
To be considered for our apprenticeship scheme, you must have a minimum 5 GCSEs grades A-C or equivalent.
What we’re looking for
A flexible approach to work
Excellent communication skills
Numerate and a logical thought process
A team-focus with the ability to interact with a wide variety of people at all levels
A driven, self-motivated attitude, with the ability to work on your own initiative
Company Overview
Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 60,000 people, with revenues of over $10 billion. We provide performance-driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets, including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear, and general industrial sectors. www.woodplc.com
Diversity Statement
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws.",UK,/rc/clk?jk=6f4e30ea574dd3c3&fccid=316fff4622fcc1a0&vjs=3
